.0,0
2158759,2016-04-29,3,SCHOOL AND OFFICE SUPPLIES,3.0,0
2158760,2016-04-29,3,SEAFOOD,155.436,6
2158761,2016-04-29,30,AUTOMOTIVE,2.0,0
2158762,2016-04-29,30,BABY CARE,0.0,0
2158763,2016-04-29,30,BEAUTY,1.0,0
2158764,2016-04-29,30,BEVERAGES,1245.0,18
2158765,2016-04-29,30,BOOKS,0.0,0
2158766,2016-04-29,30,BREAD/BAKERY,160.0,1
2158767,2016-04-29,30,CELEBRATION,4.0,0
2158768,2016-04-29,30,CLEANING,364.0,1
2158769,2016-04-29,30,DAIRY,179.0,3
2158770,2016-04-29,30,DELI,103.0,33
2158771,2016-04-29,30,EGGS,313.0,0
2158772,2016-04-29,30,FROZEN FOODS,62.565,0
2158773,2016-04-29,30,GROCERY I,1782.0,25
2158774,2016-04-29,30,GROCERY II,1.0,0
2158775,2016-04-29,30,HARDWARE,0.0,0
2158776,2016-04-29,30,HOME AND KITCHEN I,8.0,0
2158777,2016-04-29,30,HOME AND KITCHEN II,1.0,0
2158778,2016-04-29,30,HOME APPLIANCES,0.0,0
2158779,2016-04-29,30,HOME CARE,93.0,1
2158780,2016-04-29,30,LADIESWEAR,1.0,0
2158781,2016-04-29,30,LAWN AND GARDEN,0.0,0
2158782,2016-04-29,30,LINGERIE,0.0,0
2158783,2016-04-29,30,"LIQUOR,WINE,BEER",74.0,0
2158784,2016-04-29,30,MAGAZINES,1.0,0
2158785,2016-04-29,30,MEATS,32.875,1
2158786,2016-04-29,30,PERSONAL CARE,75.0,2
2158787,2016-04-29,30,PET SUPPLIES,0.0,0
2158788,2016-04-29,30,PLAYERS AND ELECTRONICS,3.0,0
2158789,2016-04-29,30,POULTRY,106.444,12
2158790,2016-04-29,30,PREPARED FOODS,27.0,0
2158791,2016-04-29,30,PRODUCE,278.577,1
2158792,2016-04-29,30,SCHOOL AND OFFICE SUPPLIES,22.0,3
2158793,2016-04-29,30,SEAFOOD,2.0,0
2158794,2016-04-29,31,AUTOMOTIVE,12.0,0
2158795,2016-04-29,31,BABY CARE,0.0,0
2158796,2016-04-29,31,BEAUTY,4.0,0
2158797,2016-04-29,31,BEVERAGES,1941.0,19
2158798,2016-04-29,31,BOOKS,0.0,0
2158799,2016-04-29,31,BREAD/BAKERY,383.0,2
2158800,2016-04-29,31,CELEBRATION,3.0,0
2158801,2016-04-29,31,CLEANING,958.0,2
2158802,2016-04-29,31,DAIRY,517.0,8
2158803,2016-04-29,31,DELI,251.222,50
2158804,2016-04-29,31,EGGS,323.0,0
2158805,2016-04-29,31,FROZEN FOODS,110.255,0
2158806,2016-04-29,31,GROCERY I,2987.632,29
2158807,2016-04-29,31,GROCERY II,12.0,0
2158808,2016-04-29,31,HARDWARE,1.0,0
2158809,2016-04-29,31,HOME AND KITCHEN I,40.0,0
2158810,2016-04-29,31,HOME AND KITCHEN II,14.0,0
2158811,2016-04-29,31,HOME APPLIANCES,3.0,0
2158812,2016-04-29,31,HOME CARE,204.0,0
2158813,2016-04-29,31,LADIESWEAR,0.0,0
2158814,2016-04-29,31,LAWN AND GARDEN,0.0,0
2158815,2016-04-29,31,LINGERIE,9.0,0
2158816,2016-04-29,31,"LIQUOR,WINE,BEER",15.0,0
2158817,2016-04-29,31,MAGAZINES,9.0,0
2158818,2016-04-29,31,MEATS,205.099,2
2158819,2016-04-29,31,PERSONAL CARE,246.0,2
2158820,2016-04-29,31,PET SUPPLIES,1.0,0
2158821,2016-04-29,31,PLAYERS AND ELECTRONICS,4.0,0
2158822,2016-04-29,31,POULTRY,167.267,17
2158823,2016-04-29,31,PREPARED FOODS,95.451,1
2158824,2016-04-29,31,PRODUCE,1021.776,1
2158825,2016-04-29,31,SCHOOL AND OFFICE SUPPLIES,9.0,2
2158826,2016-04-29,31,SEAFOOD,5.0,0
2158827,2016-04-29,32,AUTOMOTIVE,4.0,0
2158828,2016-04-29,32,BABY CARE,0.0,0
2158829,2016-04-29,32,BEAUTY,0.0,0
2158830,2016-04-29,32,BEVERAGES,595.0,13
2158831,2016-04-29,32,BOOKS,0.0,0
2158832,2016-04-29,32,BREAD/BAKERY,80.0,2
2158833,2016-04-29,32,CELEBRATION,0.0,0
2158834,2016-04-29,32,CLEANING,376.0,0
2158835,2016-04-29,32,DAIRY,178.0,6
2158836,2016-04-29,32,DELI,185.0,30
2158837,2016-04-29,32,EGGS,70.0,0
2158838,2016-04-29,32,FROZEN FOODS,22.0,0
2158839,2016-04-29,32,GROCERY I,1221.0,25
2158840,2016-04-29,32,GROCERY II,1.0,0
2158841,2016-04-29,32,HARDWARE,0.0,0
2158842,2016-04-29,32,HOME AND KITCHEN I,2.0,0
2158843,2016-04-29,32,HOME AND KITCHEN II,1.0,0
2158844,2016-04-29,32,HOME APPLIANCES,0.0,0
2158845,2016-04-29,32,HOME CARE,72.0,0
2158846,2016-04-29,32,LADIESWEAR,0.0,0
2158847,2016-04-29,32,LAWN AND GARDEN,0.0,0
2158848,2016-04-29,32,LINGERIE,0.0,0
2158849,2016-04-29,32,"LIQUOR,WINE,BEER",83.0,0
2158850,2016-04-29,32,MAGAZINES,1.0,0
2158851,2016-04-29,32,MEATS,53.471,2
2158852,2016-04-29,32,PERSONAL CARE,63.0,2
2158853,2016-04-29,32,PET SUPPLIES,0.0,0
2158854,2016-04-29,32,PLAYERS AND ELECTRONICS,1.0,0
2158855,2016-04-29,32,POULTRY,76.017,11
2158856,2016-04-29,32,PREPARED FOODS,8.0,0
2158857,2016-04-29,32,PRODUCE,147.66699,1
2158858,2016-04-29,32,SCHOOL AND OFFICE SUPPLIES,9.0,6
2158859,2016-04-29,32,SEAFOOD,2.0,0
2158860,2016-04-29,33,AUTOMOTIVE,2.0,0
2158861,2016-04-29,33,BABY CARE,0.0,0
2158862,2016-04-29,33,BEAUTY,0.0,0
2158863,2016-04-29,33,BEVERAGES,1307.0,18
2158864,2016-04-29,33,BOOKS,0.0,0
2158865,2016-04-29,33,BREAD/BAKERY,185.0,2
2158866,2016-04-29,33,CELEBRATION,1.0,0
2158867,2016-04-29,33,CLEANING,857.0,1
2158868,2016-04-29,33,DAIRY,332.0,4
2158869,2016-04-29,33,DELI,236.0,48
2158870,2016-04-29,33,EGGS,95.0,0
2158871,2016-04-29,33,FROZEN FOODS,73.0,0
2158872,2016-04-29,33,GROCERY I,5049.0,40
2158873,2016-04-29,33,GROCERY II,6.0,0
2158874,2016-04-29,33,HARDWARE,0.0,0
2158875,2016-04-29,33,HOME AND KITCHEN I,13.0,0
2158876,2016-04-29,33,HOME AND KITCHEN II,12.0,0
2158877,2016-04-29,33,HOME APPLIANCES,0.0,0
2158878,2016-04-29,33,HOME CARE,158.0,1
2158879,2016-04-29,33,LADIESWEAR,0.0,0
2158880,2016-04-29,33,LAWN AND GARDEN,0.0,0
2158881,2016-04-29,33,LINGERIE,17.0,0
2158882,2016-04-29,33,"LIQUOR,WINE,BEER",36.0,0
2158883,2016-04-29,33,MAGAZINES,3.0,0
2158884,2016-04-29,33,MEATS,196.831,1
2158885,2016-04-29,33,PERSONAL CARE,229.0,1
2158886,2016-04-29,33,PET SUPPLIES,0.0,0
2158887,2016-04-29,33,PLAYERS AND ELECTRONICS,1.0,0
2158888,2016-04-29,33,POULTRY,281.577,16
2158889,2016-04-29,33,PREPARED FOODS,36.0,0
2158890,2016-04-29,33,PRODUCE,968.369,1
2158891,2016-04-29,33,SCHOOL AND OFFICE SUPPLIES,28.0,7
2158892,2016-04-29,33,SEAFOOD,4.0,0
2158893,2016-04-29,34,AUTOMOTIVE,3.0,0
2158894,2016-04-29,34,BABY CARE,0.0,0
2158895,2016-04-29,34,BEAUTY,9.0,0
2158896,2016-04-29,34,BEVERAGES,3267.0,28
2158897,2016-04-29,34,BOOKS,0.0,0
2158898,2016-04-29,34,BREAD/BAKERY,565.0,1
2158899,2016-04-29,34,CELEBRATION,12.0,0
2158900,2016-04-29,34,CLEANING,970.0,3
2158901,2016-04-29,34,DAIRY,666.0,9
2158902,2016-04-29,34,DELI,304.407,53
2158903,2016-04-29,34,EGGS,86.0,0
2158904,2016-04-29,34,FROZEN FOODS,100.196,2
2158905,2016-04-29,34,GROCERY I,4087.263,37
2158906,2016-04-29,34,GROCERY II,10.0,0
2158907,2016-04-29,34,HARDWARE,1.0,0
2158908,2016-04-29,34,HOME AND KITCHEN I,20.0,0
2158909,2016-04-29,34,HOME AND KITCHEN II,23.0,0
2158910,2016-04-29,34,HOME APPLIANCES,4.0,0
2158911,2016-04-29,34,HOME CARE,196.0,1
2158912,2016-04-29,34,LADIESWEAR,3.0,0
2158913,2016-04-29,34,LAWN AND GARDEN,0.0,0
2158914,2016-04-29,34,LINGERIE,5.0,0
2158915,2016-04-29,34,"LIQUOR,WINE,BEER",48.0,1
2158916,2016-04-29,34,MAGAZINES,4.0,0
2158917,2016-04-29,34,MEATS,161.148,2
2158918,2016-04-29,34,PERSONAL CARE,271.0,2
2158919,2016-04-29,34,PET SUPPLIES,2.0,0
2158920,2016-04-29,34,PLAYERS AND ELECTRONICS,10.0,0
2158921,2016-04-29,34,POULTRY,118.880005,14
2158922,2016-04-29,34,PREPARED FOODS,35.0,0
2158923,2016-04-29,34,PRODUCE,628.271,1
2158924,2016-04-29,34,SCHOOL AND OFFICE SUPPLIES,24.0,7
2158925,2016-04-29,34,SEAFOOD,0.0,0
2158926,2016-04-29,35,AUTOMOTIVE,5.0,0
2158927,2016-04-29,35,BABY CARE,0.0,0
2158928,2016-04-29,35,BEAUTY,0.0,0
2158929,2016-04-29,35,BEVERAGES,972.0,12
2158930,2016-04-29,35,BOOKS,0.0,0
2158931,2016-04-29,35,BREAD/BAKERY,65.0,1
2158932,2016-04-29,35,CELEBRATION,1.0,0
2158933,2016-04-29,35,CLEANING,387.0,1
2158934,2016-04-29,35,DAIRY,159.0,6
2158935,2016-04-29,35,DELI,81.0,21
2158936,2016-04-29,35,EGGS,148.0,0
2158937,2016-04-29,35,FROZEN FOODS,76.476,0
2158938,2016-04-29,35,GROCERY I,1591.0,33
2158939,2016-04-29,35,GROCERY II,2.0,0
2158940,2016-04-29,35,HARDWARE,0.0,0
2158941,2016-04-29,35,HOME AND KITCHEN I,4.0,0
2158942,2016-04-29,35,HOME AND KITCHEN II,5.0,0
2158943,2016-04-29,35,HOME APPLIANCES,0.0,0
2158944,2016-04-29,35,HOME CARE,94.0,0
2158945,2016-04-29,35,LADIESWEAR,0.0,0
2158946,2016-04-29,35,LAWN AND GARDEN,0.0,0
2158947,2016-04-29,35,LINGERIE,3.0,0
2158948,2016-04-29,35,"LIQUOR,WINE,BEER",21.0,1
2158949,2016-04-29,35,MAGAZINES,0.0,0
2158950,2016-04-29,35,MEATS,175.127,2
2158951,2016-04-29,35,PERSONAL CARE,90.0,1
2158952,2016-04-29,35,PET SUPPLIES,0.0,0
2158953,2016-04-29,35,PLAYERS AND ELECTRONICS,2.0,0
2158954,2016-04-29,35,POULTRY,84.506,10
2158955,2016-04-29,35,PREPARED FOODS,10.0,0
2158956,2016-04-29,35,PRODUCE,280.236,1
2158957,2016-04-29,35,SCHOOL AND OFFICE SUPPLIES,21.0,6
2158958,2016-04-29,35,SEAFOOD,0.0,0
2158959,2016-04-29,36,AUTOMOTIVE,4.0,0
2158960,2016-04-29,36,BABY CARE,0.0,0
2158961,2016-04-29,36,BEAUTY,0.0,0
2158962,2016-04-29,36,BEVERAGES,2598.0,27
2158963,2016-04-29,36,BOOKS,0.0,0
2158964,2016-04-29,36,BREAD/BAKERY,381.0,1
2158965,2016-04-29,36,CELEBRATION,1.0,0
2158966,2016-04-29,36,CLEANING,678.0,1
2158967,2016-04-29,36,DAIRY,479.0,6
2158968,2016-04-29,36,DELI,226.896,54
2158969,2016-04-29,36,EGGS,78.0,0
2158970,2016-04-29,36,FROZEN FOODS,98.0,0
2158971,2016-04-29,36,GROCERY I,2993.09,33
2158972,2016-04-29,36,GROCERY II,0.0,0
2158973,2016-04-29,36,HARDWARE,0.0,0
2158974,2016-04-29,36,HOME AND KITCHEN I,33.0,0
2158975,2016-04-29,36,HOME AND KITCHEN II,5.0,0
2158976,2016-04-29,36,HOME APPLIANCES,0.0,0
2158977,2016-04-29,36,HOME CARE,174.0,1
2158978,2016-04-29,36,LADIESWEAR,0.0,0
2158979,2016-04-29,36,LAWN AND GARDEN,8.0,0
2158980,2016-04-29,36,LINGERIE,0.0,0
2158981,2016-04-29,36,"LIQUOR,WINE,BEER",107.0,1
2158982,2016-04-29,36,MAGAZINES,0.0,0
2158983,2016-04-29,36,MEATS,178.805,2
2158984,2016-04-29,36,PERSONAL CARE,179.0,1
2158985,2016-04-29,36,PET SUPPLIES,1.0,0
2158986,2016-04-29,36,PLAYERS AND ELECTRONICS,3.0,0
2158987,2016-04-29,36,POULTRY,140.577,20
2158988,2016-04-29,36,PREPARED FOODS,67.076,1
2158989,2016-04-29,36,PRODUCE,1098.257,2
2158990,2016-04-29,36,SCHOOL AND OFFICE SUPPLIES,41.0,6
2158991,2016-04-29,36,SEAFOOD,0.0,0
2158992,2016-04-29,37,AUTOMOTIVE,1.0,0
2158993,2016-04-29,37,BABY CARE,0.0,0
2158994,2016-04-29,37,BEAUTY,1.0,0
2158995,2016-04-29,37,BEVERAGES,2322.0,19
2158996,2016-04-29,37,BOOKS,0.0,0
2158997,2016-04-29,37,BREAD/BAKERY,515.87,2
2158998,2016-04-29,37,CELEBRATION,24.0,0
2158999,2016-04-29,37,CLEANING,809.0,5
2159000,2016-04-29,37,DAIRY,969.0,38
2159001,2016-04-29,37,DELI,151.582,43
2159002,2016-04-29,37,EGGS,143.0,28
2159003,2016-04-29,37,FROZEN FOODS,174.0,1
2159004,2016-04-29,37,GROCERY I,3455.0,54
2159005,2016-04-29,37,GROCERY II,45.0,0
2159006,2016-04-29,37,HARDWARE,5.0,0
2159007,2016-04-29,37,HOME AND KITCHEN I,19.0,0
2159008,2016-04-29,37,HOME AND KITCHEN II,8.0,1
2159009,2016-04-29,37,HOME APPLIANCES,0.0,0
2159010,2016-04-29,37,HOME CARE,207.0,4
2159011,2016-04-29,37,LADIESWEAR,16.0,0
2159012,2016-04-29,37,LAWN AND GARDEN,4.0,0
2159013,2016-04-29,37,LINGERIE,4.0,0
2159014,2016-04-29,37,"LIQUOR,WINE,BEER",124.0,1
2159015,2016-04-29,37,MAGAZINES,8.0,0
2159016,2016-04-29,37,MEATS,283.994,39
2159017,2016-04-29,37,PERSONAL CARE,210.0,4
2159018,2016-04-29,37,PET SUPPLIES,10.0,0
2159019,2016-04-29,37,PLAYERS AND ELECTRONICS,14.0,0
2159020,2016-04-29,37,POULTRY,293.72598,30
2159021,2016-04-29,37,PREPARED FOODS,138.1,1
2159022,2016-04-29,37,PRODUCE,2676.171,0
2159023,2016-04-29,37,SCHOOL AND OFFICE SUPPLIES,0.0,0
2159024,2016-04-29,37,SEAFOOD,21.93,5
2159025,2016-04-29,38,AUTOMOTIVE,8.0,0
2159026,2016-04-29,38,BABY CARE,0.0,0
2159027,2016-04-29,38,BEAUTY,6.0,0
2159028,2016-04-29,38,BEVERAGES,1842.0,23
2159029,2016-04-29,38,BOOKS,0.0,0
2159030,2016-04-29,38,BREAD/BAKERY,422.593,2
2159031,2016-04-29,38,CELEBRATION,21.0,0
2159032,2016-04-29,38,CLEANING,834.0,6
2159033,2016-04-29,38,DAIRY,728.0,38
2159034,2016-04-29,38,DELI,162.326,48
2159035,2016-04-29,38,EGGS,86.0,24
2159036,2016-04-29,38,FROZEN FOODS,160.31,3
2159037,2016-04-29,38,GROCERY I,2933.0,54
2159038,2016-04-29,38,GROCERY II,14.0,0
2159039,2016-04-29,38,HARDWARE,3.0,0
2159040,2016-04-29,38,HOME AND KITCHEN I,14.0,0
2159041,2016-04-29,38,HOME AND KITCHEN II,10.0,0
2159042,2016-04-29,38,HOME APPLIANCES,0.0,0
2159043,2016-04-29,38,HOME CARE,238.0,3
2159044,2016-04-29,38,LADIESWEAR,23.0,0
2159045,2016-04-29,38,LAWN AND GARDEN,14.0,0
2159046,2016-04-29,38,LINGERIE,5.0,0
2159047,2016-04-29,38,"LIQUOR,WINE,BEER",148.0,1
2159048,2016-04-29,38,MAGAZINES,15.0,0
2159049,2016-04-29,38,MEATS,198.008,30
2159050,2016-04-29,38,PERSONAL CARE,333.0,4
2159051,2016-04-29,38,PET SUPPLIES,13.0,0
2159052,2016-04-29,38,PLAYERS AND ELECTRONICS,7.0,0
2159053,2016-04-29,38,POULTRY,157.996,25
2159054,2016-04-29,38,PREPARED FOODS,104.375,1
2159055,2016-04-29,38,PRODUCE,1792.245,0
2159056,2016-04-29,38,SCHOOL AND OFFICE SUPPLIES,1.0,0
2159057,2016-04-29,38,SEAFOOD,17.854,4
2159058,2016-04-29,39,AUTOMOTIVE,6.0,0
2159059,2016-04-29,39,BABY CARE,1.0,0
2159060,2016-04-29,39,BEAUTY,2.0,0
2159061,2016-04-29,39,BEVERAGES,2762.0,20
2159062,2016-04-29,39,BOOKS,0.0,0
2159063,2016-04-29,39,BREAD/BAKERY,572.0,2
2159064,2016-04-29,39,CELEBRATION,19.0,0
2159065,2016-04-29,39,CLEANING,951.0,7
2159066,2016-04-29,39,DAIRY,498.0,10
2159067,2016-04-29,39,DELI,191.424,54
2159068,2016-04-29,39,EGGS,195.0,0
2159069,2016-04-29,39,FROZEN FOODS,42.0,0
2159070,2016-04-29,39,GROCERY I,3653.474,40
2159071,2016-04-29,39,GROCERY II,18.0,0
2159072,2016-04-29,39,HARDWARE,2.0,0
2159073,2016-04-29,39,HOME AND KITCHEN I,19.0,0
2159074,2016-04-29,39,HOME AND KITCHEN II,19.0,0
2159075,2016-04-29,39,HOME APPLIANCES,0.0,0
2159076,2016-04-29,39,HOME CARE,275.0,2
2159077,2016-04-29,39,LADIESWEAR,8.0,0
2159078,2016-04-29,39,LAWN AND GARDEN,11.0,0
2159079,2016-04-29,39,LINGERIE,1.0,0
2159080,2016-04-29,39,"LIQUOR,WINE,BEER",66.0,0
2159081,2016-04-29,39,MAGAZINES,6.0,0
2159082,2016-04-29,39,MEATS,5312.515,1
2159083,2016-04-29,39,PERSONAL CARE,283.0,3
2159084,2016-04-29,39,PET SUPPLIES,4.0,0
2159085,2016-04-29,39,PLAYERS AND ELECTRONICS,6.0,0
2159086,2016-04-29,39,POULTRY,260.56,23
2159087,2016-04-29,39,PREPARED FOODS,67.0,0
2159088,2016-04-29,39,PRODUCE,1303.508,1
2159089,2016-04-29,39,SCHOOL AND OFFICE SUPPLIES,0.0,0
2159090,2016-04-29,39,SEAFOOD,8.0,0
2159091,2016-04-29,4,AUTOMOTIVE,3.0,0
2159092,2016-04-29,4,BABY CARE,0.0,0
2159093,2016-04-29,4,BEAUTY,4.0,0
2159094,2016-04-29,4,BEVERAGES,2303.0,21
2159095,2016-04-29,4,BOOKS,0.0,0
2159096,2016-04-29,4,BREAD/BAKERY,369.617,1
2159097,2016-04-29,4,CELEBRATION,13.0,0
2159098,2016-04-29,4,CLEANING,827.0,6
2159099,2016-04-29,4,DAIRY,785.0,35
2159100,2016-04-29,4,DELI,193.875,55
2159101,2016-04-29,4,EGGS,149.0,26
2159102,2016-04-29,4,FROZEN FOODS,127.936,3
2159103,2016-04-29,4,GROCERY I,3237.0,57
2159104,2016-04-29,4,GROCERY II,12.0,0
2159105,2016-04-29,4,HARDWARE,0.0,0
2159106,2016-04-29,4,HOME AND KITCHEN I,10.0,0
2159107,2016-04-29,4,HOME AND KITCHEN II,4.0,0
2159108,2016-04-29,4,HOME APPLIANCES,0.0,0
2159109,2016-04-29,4,HOME CARE,177.0,5
2159110,2016-04-29,4,LADIESWEAR,11.0,0
2159111,2016-04-29,4,LAWN AND GARDEN,9.0,0
2159112,2016-04-29,4,LINGERIE,0.0,0
2159113,2016-04-29,4,"LIQUOR,WINE,BEER",135.0,1
2159114,2016-04-29,4,MAGAZINES,6.0,0
2159115,2016-04-29,4,MEATS,416.29,50
2159116,2016-04-29,4,PERSONAL CARE,224.0,4
2159117,2016-04-29,4,PET SUPPLIES,5.0,0
2159118,2016-04-29,4,PLAYERS AND ELECTRONICS,8.0,0
2159119,2016-04-29,4,POULTRY,548.37103,40
2159120,2016-04-29,4,PREPARED FOODS,101.966,1
2159121,2016-04-29,4,PRODUCE,2020.13,1
2159122,2016-04-29,4,SCHOOL AND OFFICE SUPPLIES,0.0,0
2159123,2016-04-29,4,SEAFOOD,42.744,6
2159124,2016-04-29,40,AUTOMOTIVE,10.0,0
2159125,2016-04-29,40,BABY CARE,0.0,0
2159126,2016-04-29,40,BEAUTY,2.0,0
2159127,2016-04-29,40,BEVERAGES,2565.0,24
2159128,2016-04-29,40,BOOKS,0.0,0
2159129,2016-04-29,40,BREAD/BAKERY,348.0,1
2159130,2016-04-29,40,CELEBRATION,1.0,0
2159131,2016-04-29,40,CLEANING,1401.0,2
2159132,2016-04-29,40,DAIRY,545.0,6
2159133,2016-04-29,40,DELI,255.0,53
2159134,2016-04-29,40,EGGS,126.0,0
2159135,2016-04-29,40,FROZEN FOODS,71.0,0
2159136,2016-04-29,40,GROCERY I,4626.0,39
2159137,2016-04-29,40,GROCERY II,12.0,0
2159138,2016-04-29,40,HARDWARE,0.0,0
2159139,2016-04-29,40,HOME AND KITCHEN I,24.0,0
2159140,2016-04-29,40,HOME AND KITCHEN II,21.0,0
2159141,2016-04-29,40,HOME APPLIANCES,0.0,0
2159142,2016-04-29,40,HOME CARE,299.0,1
2159143,2016-04-29,40,LADIESWEAR,0.0,0
2159144,2016-04-29,40,LAWN AND GARDEN,1.0,0
2159145,2016-04-29,40,LINGERIE,9.0,0
2159146,2016-04-29,40,"LIQUOR,WINE,BEER",87.0,0
2159147,2016-04-29,40,MAGAZINES,4.0,0
2159148,2016-04-29,40,MEATS,111.269,2
2159149,2016-04-29,40,PERSONAL CARE,299.0,2
2159150,2016-04-29,40,PET SUPPLIES,1.0,0
2159151,2016-04-29,40,PLAYERS AND ELECTRONICS,7.0,0
2159152,2016-04-29,40,POULTRY,170.626,11
2159153,2016-04-29,40,PREPARED FOODS,47.0,0
2159154,2016-04-29,40,PRODUCE,989.522,1
2159155,2016-04-29,40,SCHOOL AND OFFICE SUPPLIES,53.0,8
2159156,2016-04-29,40,SEAFOOD,1.0,0
2159157,2016-04-29,41,AUTOMOTIVE,4.0,0
2159158,2016-04-29,41,BABY CARE,0.0,0
